dessert_category,region,query,name,road_address,jibun_address,telephone,external_link,category_text,mapx,mapy,longitude,latitude,geocode_error
saltbread,daegu,대구 용지역 소금빵,차성민과자점 한마음점,경상남도 창원시 성산구 원이대로682번길 14 삼광빌딩 1층,경상남도 창원시 성산구 상남동 10-3 삼광빌딩 1층,,https://www.instagram.com/chasungmin_bakery,"카페,디저트>베이커리",1286866752,352221357,128.6865855,35.2221112,
saltbread,daegu,대구 용지역 소금빵,니재빵집,경상남도 창원시 성산구 원이대로 674 니재빵집,경상남도 창원시 성산구 상남동 2-6 니재빵집,,,"카페,디저트>베이커리",1286868044,352232414,128.6868267,35.2233048,
saltbread,daegu,대구 용지역 소금빵,그레이핍플 창원상남점,경상남도 창원시 성산구 마디미로4번길 5 1층 그레이핍플 창원 상남,경상남도 창원시 성산구 상남동 5-4 1층 그레이핍플 창원 상남,,https://www.graypipple.com/,"음식점>카페,디저트",1286850827,352239578,128.6850439,35.2239004,
saltbread,daegu,대구 용지역 소금빵,겐츠베이커리 롯데백화점창원점,경상남도 창원시 성산구 중앙대로 124 롯데백화점창원점 B1,경상남도 창원시 성산구 상남동 79 롯데백화점창원점 B1,,http://www.gentz.co.kr/,"카페,디저트>베이커리",1286819971,352244776,128.6818926,35.2245629,
saltbread,daegu,대구 남산역 소금빵,홍쌀빵,"부산광역시 금정구 금샘로 488 1,2층","부산광역시 금정구 남산동 989-14 1,2층",,,"카페,디저트>베이커리",1290848115,352664315,129.0848595,35.2664341,
saltbread,daegu,대구 남산역 소금빵,셀라스,부산광역시 금정구 금샘로 538,부산광역시 금정구 남산동 972-3,,http://www.instagram.com/selahs.official,"음식점>카페,디저트",1290853361,352702906,129.0853111,35.270179,
saltbread,daegu,대구 남산역 소금빵,브레드빈 범어사 본점,부산광역시 금정구 중앙대로 2097 브레드빈 본점 (1층 2층),부산광역시 금정구 남산동 21-4 브레드빈 본점 (1층 2층),,https://www.instagram.com/breadbean_official,"카페,디저트>베이커리",1290924364,352716635,129.0924221,35.2716432,
saltbread,daegu,대구 남산역 소금빵,카페론디,부산광역시 금정구 금강로 730 1층,부산광역시 금정구 남산동 17-11 1층,,https://blog.naver.com/londi730,"음식점>카페,디저트",1290892310,352726612,129.089231,35.2726612,
saltbread,daegu,대구 남산역 소금빵,남산562,"부산광역시 금정구 금샘로 562 3층, 4층(남산동)","부산광역시 금정구 남산동 962-14 3층, 4층()",,https://www.instagram.com/namsan_562_,"음식점>카페,디저트",1290853577,352726723,129.0853577,35.2726723,
saltbread,daegu,대구 사월역 소금빵 맛집,이인상베이커리카페,경상북도 경산시 삼성현로 10-4,경상북도 경산시 옥산동 677-5,,,"카페,디저트>베이커리",1287100379,358276592,128.7100273,35.8276457,
saltbread,daegu,대구 임당역 소금빵,에맨디,경상북도 경산시 남매공원로2길 26 1층,경상북도 경산시 계양동 823 1층,,,"음식점>카페,디저트",1287442535,358315768,128.7442234,35.8316089,
